r,r1,r2,r3,r4,r5,r6,r7,r8,n1,n2,n3,n4,n5,n6,n7,n8
30.29338677354709,2.227454909819639,2.6729458917835665,3.1184368737474943,3.5639278557114222,4.009418837675351,4.454909819639278,4.900400801603206,5.345891783567133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31.07014028056112,2.2845691382765527,2.741482965931864,3.198396793587174,3.6553106212424846,4.112224448897795,4.5691382765531054,5.026052104208417,5.482965931863728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31.846893787575148,2.341683366733467,2.81002004008016,3.278356713426853,3.746693386773547,4.21503006012024,4.683366733466934,5.151703406813628,5.62004008016032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32.623647294589176,2.3987975951903806,2.878557114228457,3.358316633266533,3.838076152304609,4.317835671342685,4.797595190380761,5.277354709418837,5.757114228456914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33.400400801603205,2.4559118236472943,2.9470941883767536,3.438276553106212,3.929458917835671,4.42064128256513,4.911823647294589,5.403006012024048,5.894188376753507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34.17715430861723,2.5130260521042085,3.0156312625250496,3.5182364729458917,4.020841683366733,4.5234468937875745,5.026052104208417,5.528657314629259,6.031262525050099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34.95390781563126,2.570140280561122,3.084168336673347,3.598196392785571,4.112224448897796,4.62625250501002,5.140280561122244,5.654308617234469,6.168336673346694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35.73066132264529,2.627254509018036,3.152705410821643,3.6781563126252506,4.203607214428858,4.729058116232465,5.254509018036072,5.77995991983968,6.305410821643286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36.50741482965932,2.68436873747495,3.2212424849699395,3.7581162324649298,4.29498997995992,4.83186372745491,5.3687374749499,5.9056112224448905,6.442484969939879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37.284168336673346,2.741482965931864,3.2897795591182364,3.838076152304609,4.3863727454909816,4.934669338677355,5.482965931863728,6.031262525050099,6.579559118236473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38.060921843687375,2.7985971943887775,3.358316633266533,3.9180360721442886,4.477755511022044,5.0374749498998,5.597194388777555,6.15691382765531,6.716633266533066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38.8376753507014,2.8557114228456917,3.4268537074148293,3.997995991983968,4.569138276553106,5.140280561122244,5.711422845691383,6.2825651302605205,6.853707414829659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39.61442885771543,2.9128256513026054,3.495390781563126,4.077955911823648,4.660521042084168,5.2430861723446895,5.825651302605211,6.408216432865731,6.990781563126252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40.39118236472946,2.9699398797595187,3.5639278557114227,4.157915831663327,4.75190380761523,5.345891783567135,5.939879759519037,6.533867735470942,7.127855711422845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.16793587174349,3.0270541082164333,3.6324649298597196,4.237875751503006,4.843286573146293,5.44869739478958,6.054108216432867,6.659519038076152,7.264929859719439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.94468937875751,3.084168336673346,3.7010020040080156,4.317835671342685,4.934669338677354,5.551503006012024,6.168336673346692,6.785170340681361,7.402004008016031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42.72144288577154,3.14128256513026,3.769539078156312,4.397795591182364,5.026052104208417,5.654308617234467,6.28256513026052,6.910821643286572,7.539078156312624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43.498196392785566,3.198396793587174,3.838076152304609,4.4777555110220435,5.117434869739479,5.757114228456913,6.396793587174348,7.0364729458917825,7.676152304609218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44.274949899799594,3.2555110220440877,3.9066132264529054,4.557715430861723,5.208817635270541,5.859919839679358,6.511022044088175,7.162124248496993,7.813226452905811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
